["All Is Lost (2013)", "Mud (2012)"]	[0.7607245736848919, 0.5153295499155719, 0.9889499221215123, 0.03684210526315789, 21, 112, 479]
["American Hustle (2013)", "The Dark Knight (2008)"]	[0.8845379626717033, 0.5443310539518175, 0.9897086860436154, 0.015763546798029555, 16, 815, 216]
["Angels & Demons (2009)", "The Da Vinci Code (2006)"]	[0.7437258420467371, 0.5183543747598471, 0.991004561651025, 0.3108108108108108, 23, 52, 45]
["Anna Karenina (2012)", "Cloud Atlas (2012)"]	[0.9301036225793579, 0.6200690817195719, 0.9924304394803093, 0.039525691699604744, 20, 115, 411]
["Arbitrage (2012)", "Flight (2012)"]	[0.8226758657639697, 0.528863056562552, 0.9905930077120187, 0.028662420382165606, 18, 91, 555]
["Arbitrage (2012)", "Side Effects (2013)"]	[0.6567588728492587, 0.5003877126470543, 0.9811213132850086, 0.043596730245231606, 32, 91, 675]
["Argo (2012)", "Safe Haven (2013)"]	[0.737053962772785, 0.5378501890504107, 0.9708232914722077, 0.026061776061776062, 27, 853, 210]
["Back to the Future Part II (1989)", "Back to the Future Part III (1990)"]	[0.8362183124481348, 0.5145958845834676, 0.9902764297632984, 0.41025641025641024, 16, 33, 22]
["Beautiful Creatures (2013)", "Wreck-It Ralph (2012)"]	[0.7485325564957891, 0.5070704414971474, 0.9789121605959721, 0.03453947368421053, 21, 177, 452]
["Before Midnight (2013)", "Blackfish (2013)"]	[0.8261002407830638, 0.5412380887889038, 0.9962134827238749, 0.04702970297029703, 19, 253, 170]
["Before Midnight (2013)", "Before Sunset (2004)"]	[0.6411814250907943, 0.5286934557766199, 0.99390457272865, 0.1551155115511551, 47, 253, 97]
["Before Midnight (2013)", "The Spectacular Now (2013)"]	[0.7554152327780024, 0.5117328996238081, 0.9893854874145747, 0.05675675675675676, 21, 253, 138]
["Before Sunrise (1995)", "Before Sunset (2004)"]	[0.8121697337516245, 0.7119018653872264, 0.9947095847153289, 0.4930555555555556, 71, 118, 97]
["Black Swan (2010)", "Rush (2013)"]	[0.8209208340415383, 0.5051820517178697, 0.9947749803638022, 0.013675213675213675, 16, 85, 1101]
["Blackfish (2013)", "Trance (2013)"]	[0.7906212086773257, 0.5355821091039947, 0.9953467217917321, 0.030837004405286344, 21, 170, 532]
["Blackfish (2013)", "Fruitvale Station (2013)"]	[0.7942767628710199, 0.5106064904170843, 0.9945235206622761, 0.05013927576601671, 18, 170, 207]
["Blade (1998)", "Blade II (2002)"]	[0.9231672172102778, 0.5035457548419697, 0.9921113536110997, 0.3333333333333333, 12, 28, 20]
["Bullet to the Head (2012)", "The Hangover Part III (2013)"]	[0.6461798424903321, 0.5143064052474072, 0.9648998174073485, 0.0391566265060241, 39, 102, 933]
["Bullet to the Head (2012)", "Riddick (2013)"]	[0.8187967711787025, 0.5038749361099708, 0.9801073977065603, 0.029197080291970802, 16, 102, 462]
["Bullet to the Head (2012)", "Killing Season (2013)"]	[0.7808688094430304, 0.5019870917848053, 0.9810714855086147, 0.08411214953271028, 18, 102, 130]
["Captain America: The First Avenger (2011)", "The Avengers (2012)"]	[0.8188595535772019, 0.603370197372675, 0.990419871882812, 0.0979020979020979, 28, 82, 232]
["Captain America: The First Avenger (2011)", "Iron Man 3 (2013)"]	[0.7280290128482472, 0.5824232102785978, 0.9886495309825268, 0.018682858477347034, 40, 82, 2099]
["Captain America: The First Avenger (2011)", "Thor (2011)"]	[0.7812599898001584, 0.5809369154924255, 0.9852552328629729, 0.13063063063063063, 29, 82, 169]
["Captain America: The First Avenger (2011)", "Iron Man 2 (2010)"]	[0.7430479769824345, 0.5366457611539804, 0.9878802241410051, 0.13, 26, 82, 144]
["Captain America: The First Avenger (2011)", "Now You See Me (2013)"]	[0.7681666509298127, 0.5121111006198751, 0.9932442854597789, 0.009818360333824251, 20, 82, 1975]
["Captain America: The First Avenger (2011)", "The Amazing Spider-Man (2012)"]	[0.9683446522725332, 0.5072281511903746, 0.9940705501939309, 0.03832752613240418, 11, 82, 216]
["Captain America: The First Avenger (2011)", "Man of Steel (2013)"]	[0.6445941819076677, 0.5013510303726304, 0.9779702533490582, 0.014786649767638362, 35, 82, 2320]
["Captain Phillips (2013)", "Zodiac (2007)"]	[0.7580716771900756, 0.5135324264835995, 0.9927021490486861, 0.015532544378698224, 21, 1305, 68]
["Carrie (2013)", "The Purge (2013)"]	[0.6171419910526065, 0.5427875342992804, 0.9634270619247317, 0.0929936305732484, 73, 340, 518]
["Carrie (2013)", "The Last Exorcism Part II (2013)"]	[0.8358269445377894, 0.5143550427924858, 0.9483401786798754, 0.04081632653061224, 16, 340, 68]
["Carrie (2013)", "Homefront (2013)"]	[0.7009915530412434, 0.5007082521723167, 0.986983141659697, 0.05995203836930456, 25, 340, 102]
["Casino (1995)", "Man of Steel (2013)"]	[0.7811681836881977, 0.5207787891254652, 0.982960762833204, 0.008428150021070375, 20, 73, 2320]
["Casino (1995)", "Goodfellas (1990)"]	[0.7347449653016374, 0.5186435049188028, 0.9970337737356381, 0.11764705882352941, 24, 73, 155]
["Chronicle (2012)", "Oz the Great and Powerful (2013)"]	[0.7344508578199804, 0.5411743162884066, 0.9882813186883581, 0.028426395939086295, 28, 147, 866]
["Cloud Atlas (2012)", "Lincoln (2012)"]	[0.6828440312102396, 0.5162967065248153, 0.9775380198129674, 0.045454545454545456, 31, 411, 302]
["Cloudy with a Chance of Meatballs 2 (2013)", "The Conjuring (2013)"]	[0.6921973230606921, 0.5051169654767212, 0.9800959961149732, 0.019852941176470587, 27, 105, 1282]
["Cowboys & Aliens (2011)", "World War Z (2013)"]	[0.8742081865363109, 0.5379742686377298, 0.983987298293603, 0.0076481835564053535, 16, 44, 2064]
["Curse of Chucky (2013)", "Monsters University (2013)"]	[0.8296585643102429, 0.5223776145657085, 0.959668086228892, 0.01925254813137033, 17, 110, 790]
["Despicable Me (2010)", "Despicable Me 2 (2013)"]	[0.5893178201289717, 0.5315415632535824, 0.9899496633768935, 0.0863849765258216, 92, 222, 935]
["Die Hard 2 (1990)", "Die Hard: With a Vengeance (1995)"]	[0.8088849362196345, 0.5561083936509987, 0.9972285642109717, 0.4074074074074074, 22, 32, 44]
["Disconnect (2012)", "Warm Bodies (2013)"]	[0.7046341800645957, 0.5192041326791758, 0.985141800380466, 0.03631647211413749, 28, 306, 493]
["District 9 (2009)", "Django Unchained (2012)"]	[0.7945026204897547, 0.5107516846005566, 0.9969662282941287, 0.016245487364620937, 18, 104, 1022]
["Django Unchained (2012)", "Inglourious Basterds (2009)"]	[0.6482391136828027, 0.5383680774653785, 0.9874506148992671, 0.04363312555654497, 49, 1022, 150]
["Django Unchained (2012)", "Pulp Fiction (1994)"]	[0.6304420690959839, 0.5114907353042888, 0.9947715015399138, 0.03634826711749789, 43, 1022, 204]
["Django Unchained (2012)", "The Departed (2006)"]	[0.6041684040736663, 0.5082686573953066, 0.9941584566280218, 0.04553264604810996, 53, 1022, 195]
["Don Jon (2013)", "Lovelace (2013)"]	[0.7572617969164633, 0.5630921053994214, 0.9883545279530398, 0.050788091068301226, 29, 484, 116]
["Elysium (2013)", "The Watch (2012)"]	[0.8618916073713346, 0.5540731761672866, 0.9934034864296013, 0.012667135819845179, 18, 1316, 123]
["Elysium (2013)", "Shaun of the Dead (2004)"]	[0.7177245128833872, 0.5066290679176851, 0.9855903901711004, 0.017253774263120056, 24, 1316, 99]
["Ender's Game (2013)", "Her (2013)"]	[0.8303364917060371, 0.5109763025883305, 0.9949357458756137, 0.028021015761821366, 16, 285, 302]
["Epic (2013)", "Turbo (2013)"]	[0.7248336269071646, 0.5738266213015053, 0.9841733011220782, 0.09743589743589744, 38, 254, 174]
["Epic (2013)", "Pacific Rim (2013)"]	[0.618161226421598, 0.5603891491859346, 0.9770132515101753, 0.061509194673430564, 97, 254, 1420]
["Epic (2013)", "Planes (2013)"]	[0.8021120608016705, 0.5433662347366155, 0.9763248786871007, 0.061764705882352944, 21, 254, 107]
["Escape Plan (2013)", "Parker (2013)"]	[0.702932064836275, 0.5913555466082948, 0.9845586091211843, 0.08006042296072508, 53, 423, 292]
["Escape Plan (2013)", "Grown Ups (2010)"]	[0.8595802133212829, 0.5157481279927697, 0.9873661832077948, 0.03164556962025317, 15, 423, 66]
["Escape Plan (2013)", "The Last Stand (2013)"]	[0.6580184607219053, 0.5117921361170374, 0.9873510419897692, 0.051775147928994084, 35, 423, 288]
["Escape from Planet Earth (2013)", "Percy Jackson: Sea of Monsters (2013)"]	[0.957299923931901, 0.5014428172976625, 0.9958594860594079, 0.040145985401459854, 11, 43, 242]
["Escape from Planet Earth (2013)", "Now You See Me (2013)"]	[0.8353459382493217, 0.501207562949593, 0.9930865060069705, 0.0074887668497254116, 15, 43, 1975]
["Fast & Furious (2009)", "Fast Five (2011)"]	[0.8215838362577491, 0.5995341507826818, 0.9936586324861624, 0.25471698113207547, 27, 56, 77]
["Fast & Furious (2009)", "The Fast and the Furious (2001)"]	[0.8316460831565577, 0.5870442939928643, 0.9953324610039034, 0.2962962962962963, 24, 56, 49]
["Fast & Furious (2009)", "Fast & Furious 6 (2013)"]	[0.7554825315425092, 0.5666118986568819, 0.9908614991646982, 0.02508361204013378, 30, 56, 1170]
["Fast & Furious 6 (2013)", "Fast Five (2011)"]	[0.765453050289863, 0.609238142067442, 0.9939815890231818, 0.03228476821192053, 39, 1170, 77]
["Fast & Furious 6 (2013)", "G.I. Joe: Retaliation (2013)"]	[0.54336839583931, 0.5200478638290391, 0.9746036036004828, 0.14387096774193547, 223, 1170, 603]
["Fast Five (2011)", "The Fast and the Furious (2001)"]	[0.8297581908460223, 0.5704587562066403, 0.9954988208241906, 0.21153846153846154, 22, 77, 49]
["Fight Club (1999)", "Forrest Gump (1994)"]	[0.6782677765937603, 0.5167754488333411, 0.992165815152087, 0.1032258064516129, 32, 166, 176]
["Flight (2012)", "Gangster Squad (2013)"]	[0.6143422296399956, 0.5375494509349962, 0.9865460778317895, 0.0720164609053498, 70, 555, 487]
["Flight (2012)", "jOBS (2013)"]	[0.6362109826636878, 0.5089687861309503, 0.984834675356951, 0.036396724294813464, 40, 555, 584]
["Flight (2012)", "Sightseers (2012)"]	[0.8629714422484611, 0.503400007978269, 0.9942060825274734, 0.022082018927444796, 14, 555, 93]
["Frances Ha (2012)", "The Bling Ring (2013)"]	[0.7690741743526921, 0.561216289392505, 0.9877915337696896, 0.06733167082294264, 27, 98, 330]
["Frances Ha (2012)", "Mud (2012)"]	[0.6960161703568196, 0.5128540202629197, 0.9866499342198524, 0.051001821493624776, 28, 98, 479]
["Frozen (2013)", "Percy Jackson: Sea of Monsters (2013)"]	[0.7088482039060411, 0.5611714947589491, 0.9697564762768738, 0.05420827389443652, 38, 497, 242]
["Frozen (2013)", "Monsters University (2013)"]	[0.6114044595487211, 0.5572978702081264, 0.9886250350743456, 0.08699324324324324, 103, 497, 790]
["Frozen (2013)", "Jagten (2012)"]	[0.913905821533271, 0.5331117292277415, 0.9980095612594979, 0.01876675603217158, 14, 497, 263]
["Frozen (2013)", "The Conjuring (2013)"]	[0.5794396323112405, 0.5242549054244557, 0.986781621992319, 0.05641330166270784, 95, 497, 1282]
["G.I. Joe: Retaliation (2013)", "Safe Haven (2013)"]	[0.7215216044286442, 0.5611834701111678, 0.9731938725821487, 0.04498714652956298, 35, 603, 210]
["G.I. Joe: Retaliation (2013)", "Paranoia (2013)"]	[0.8651709500859917, 0.5324128923606103, 0.9857465926353594, 0.023121387283236993, 16, 603, 105]
["G.I. Joe: Retaliation (2013)", "Total Recall (2012)"]	[0.824722467759151, 0.53017872927374, 0.9831032902718354, 0.02368421052631579, 18, 603, 175]
["G.I. Joe: Retaliation (2013)", "The Last Stand (2013)"]	[0.5956630695372302, 0.5230212317887876, 0.9690648664295791, 0.08791208791208792, 72, 603, 288]
["G.I. Joe: Retaliation (2013)", "Last Vegas (2013)"]	[0.6691453015224618, 0.5018589761418464, 0.982479109532146, 0.033707865168539325, 30, 603, 317]
["Gangster Squad (2013)", "Wreck-It Ralph (2012)"]	[0.6987164300335232, 0.5841727529788473, 0.9853592707146724, 0.057432432432432436, 51, 487, 452]
["Gangster Squad (2013)", "Identity Thief (2013)"]	[0.6249269626765854, 0.5224799196148502, 0.9716917219439878, 0.061893203883495146, 51, 487, 388]
["Gangster Squad (2013)", "Riddick (2013)"]	[0.6557823271394043, 0.5100529211084256, 0.9679317928952468, 0.038293216630196934, 35, 487, 462]
["Gangster Squad (2013)", "Lawless (2012)"]	[0.6579468999351911, 0.5049359929735188, 0.9865103101919281, 0.0502283105022831, 33, 487, 203]
["Gran Torino (2008)", "Prisoners (2013)"]	[0.8311419768085075, 0.5114719857283123, 0.9949013346663109, 0.011569052783803326, 16, 88, 1311]
["Groundhog Day (1993)", "Rush (2013)"]	[0.8718835905527258, 0.5085987611557568, 0.9962701442020114, 0.012345679012345678, 14, 47, 1101]
["Grown Ups (2010)", "Grown Ups 2 (2013)"]	[0.7943198093111157, 0.5736754178358058, 0.977983851287149, 0.06701030927835051, 26, 66, 348]
["Grown Ups (2010)", "White House Down (2013)"]	[0.8321526943750347, 0.5349553035268081, 0.9928453362061663, 0.023778071334214, 18, 66, 709]
["Hansel & Gretel: Witch Hunters (2013)", "R.I.P.D. (2013)"]	[0.6887017737482952, 0.567876901160875, 0.9751671224556869, 0.06983655274888559, 47, 370, 350]
["Hansel & Gretel: Witch Hunters (2013)", "The Family (2013)"]	[0.7595071306648687, 0.514504830450395, 0.9842688254953292, 0.03153153153153153, 21, 370, 317]
["Hansel & Gretel: Witch Hunters (2013)", "Total Recall (2012)"]	[0.6794056248809861, 0.505199054398682, 0.9752141231825562, 0.0562015503875969, 29, 370, 175]
["Harry Potter and the Chamber of Secrets (2002)", "Harry Potter and the Sorcerer's Stone (2001)"]	[0.9133510661896, 0.6958865266206476, 0.9968993161514629, 0.5245901639344263, 32, 37, 56]
["Harry Potter and the Chamber of Secrets (2002)", "Harry Potter and the Half-Blood Prince (2009)"]	[0.8481569892875156, 0.605826420919654, 0.9960026488899237, 0.43103448275862066, 25, 37, 46]
["Harry Potter and the Chamber of Secrets (2002)", "Harry Potter and the Goblet of Fire (2005)"]	[0.827965748352257, 0.604191221770566, 0.995629086017912, 0.5294117647058824, 27, 37, 41]
["Harry Potter and the Chamber of Secrets (2002)", "Harry Potter and the Prisoner of Azkaban (2004)"]	[0.7901688765797026, 0.5926266574347769, 0.9941447025511145, 0.5660377358490566, 30, 37, 46]
["Harry Potter and the Chamber of Secrets (2002)", "Harry Potter and the Order of the Phoenix (2007)"]	[0.763251235712458, 0.5623956473670743, 0.9929931173657615, 0.5714285714285714, 28, 37, 40]
["Harry Potter and the Chamber of Secrets (2002)", "Harry Potter and the Deathly Hallows: Part 1 (2010)"]	[0.7752735694015661, 0.547251931342282, 0.9955378115532971, 0.375, 24, 37, 51]
["Harry Potter and the Deathly Hallows: Part 1 (2010)", "Harry Potter and the Deathly Hallows: Part 2 (2011)"]	[0.7698142381357697, 0.6060239747026271, 0.9941572287418088, 0.4157303370786517, 37, 51, 75]
["Harry Potter and the Deathly Hallows: Part 1 (2010)", "Harry Potter and the Half-Blood Prince (2009)"]	[0.757589635733797, 0.5728116757987246, 0.9947532647647199, 0.4696969696969697, 31, 51, 46]
["Harry Potter and the Deathly Hallows: Part 1 (2010)", "Harry Potter and the Goblet of Fire (2005)"]	[0.7002112261090633, 0.5206698860810983, 0.9947659063310939, 0.4603174603174603, 29, 51, 41]
["Harry Potter and the Deathly Hallows: Part 2 (2011)", "Harry Potter and the Half-Blood Prince (2009)"]	[0.6753473584771784, 0.5106284905559154, 0.9909209398856436, 0.34444444444444444, 31, 75, 46]
["Harry Potter and the Goblet of Fire (2005)", "Harry Potter and the Half-Blood Prince (2009)"]	[0.8244937423560917, 0.6016575957733642, 0.9969253404904503, 0.45, 27, 41, 46]
["Harry Potter and the Goblet of Fire (2005)", "Harry Potter and the Sorcerer's Stone (2001)"]	[0.738871985264903, 0.5670412910172512, 0.9924271154545032, 0.515625, 33, 41, 56]
["Harry Potter and the Goblet of Fire (2005)", "Harry Potter and the Order of the Phoenix (2007)"]	[0.6988304093567251, 0.5149276700523238, 0.9928943021179628, 0.5283018867924528, 28, 41, 40]
["Harry Potter and the Goblet of Fire (2005)", "Harry Potter and the Prisoner of Azkaban (2004)"]	[0.6525289349057958, 0.5007780198114247, 0.9926977013138966, 0.6111111111111112, 33, 41, 46]
["Harry Potter and the Half-Blood Prince (2009)", "Harry Potter and the Order of the Phoenix (2007)"]	[0.8587188103477952, 0.6440391077608464, 0.9950470212407078, 0.5357142857142857, 30, 46, 40]
["Harry Potter and the Half-Blood Prince (2009)", "Harry Potter and the Prisoner of Azkaban (2004)"]	[0.8169507116499909, 0.6019636822684143, 0.9957961320586981, 0.4375, 28, 46, 46]
["Harry Potter and the Order of the Phoenix (2007)", "Harry Potter and the Prisoner of Azkaban (2004)"]	[0.7272087940189206, 0.5454065955141905, 0.9930904370091591, 0.5357142857142857, 30, 40, 46]
["Harry Potter and the Prisoner of Azkaban (2004)", "Harry Potter and the Sorcerer's Stone (2001)"]	[0.7042791102595715, 0.5325037175133345, 0.989183240844264, 0.43661971830985913, 31, 46, 56]
["Her (2013)", "Mud (2012)"]	[0.6871141035525297, 0.5496912828420237, 0.990980731557672, 0.05398110661268556, 40, 302, 479]
["Here Comes the Boom (2012)", "Identity Thief (2013)"]	[0.788022477021419, 0.5253483180142793, 0.9789366683467353, 0.04032258064516129, 20, 128, 388]
["Here Comes the Boom (2012)", "Wreck-It Ralph (2012)"]	[0.721110255092798, 0.5090190035949163, 0.9872953794978564, 0.04316546762589928, 24, 128, 452]
["Home Alone (1990)", "Home Alone 2: Lost in New York (1992)"]	[0.7871576874301507, 0.5332358527752633, 0.9946010899207526, 0.25609756097560976, 21, 72, 31]
["Hot Fuzz (2007)", "Shaun of the Dead (2004)"]	[0.730672496531, 0.5607486601284418, 0.9949612662692445, 0.21153846153846154, 33, 90, 99]
["Hot Fuzz (2007)", "Now You See Me (2013)"]	[0.7467414110365992, 0.5271115842611289, 0.9862105971998002, 0.011758941695247428, 24, 90, 1975]
["Hours (2013)", "The Butler (2013)"]	[0.7978882266435571, 0.5227543553871581, 0.9911945695335257, 0.0475, 19, 91, 328]
["Hours (2013)", "Percy Jackson: Sea of Monsters (2013)"]	[0.8352893797064129, 0.5011736278238478, 0.9793341284665724, 0.04716981132075472, 15, 91, 242]
["House at the End of the Street (2012)", "We're the Millers (2013)"]	[0.8077659562961529, 0.5553390949536051, 0.9747957516165191, 0.019927536231884056, 22, 106, 1020]
["House at the End of the Street (2012)", "The Purge (2013)"]	[0.8640551003337845, 0.5317262155900213, 0.9800837371800873, 0.02631578947368421, 16, 106, 518]
["How to Train Your Dragon (2010)", "Now You See Me (2013)"]	[0.7547907838481778, 0.5189186638956222, 0.9925093164176649, 0.01083743842364532, 22, 77, 1975]
["I Spit on Your Grave 2 (2013)", "We're the Millers (2013)"]	[0.7884989522381385, 0.5068921835816604, 0.9860729416385169, 0.016933207902163686, 18, 61, 1020]
["Identity Thief (2013)", "Safe Haven (2013)"]	[0.7456366906551193, 0.6022450193752886, 0.9793220454313485, 0.07553956834532374, 42, 388, 210]
["Identity Thief (2013)", "The Big Wedding (2013)"]	[0.6582639816831002, 0.5291926127256296, 0.9672635297724816, 0.08453608247422681, 41, 388, 138]
["Identity Thief (2013)", "Total Recall (2012)"]	[0.8038144777407388, 0.5167378785476178, 0.9630421686264292, 0.03302752293577982, 18, 388, 175]
["In Time (2011)", "The Hobbit: The Desolation of Smaug (2013)"]	[0.8269948224972525, 0.5316395287482338, 0.9781931799917353, 0.013921113689095127, 18, 111, 1200]
["Inception (2010)", "Inglourious Basterds (2009)"]	[0.8377648660319514, 0.5984034757371082, 0.9909933054239646, 0.06329113924050633, 25, 270, 150]
["Inception (2010)", "The Prestige (2006)"]	[0.7398275368933943, 0.5222312025129843, 0.9956646230847548, 0.05620608899297424, 24, 270, 181]
["Inception (2010)", "The Godfather: Part II (1974)"]	[0.7812467980848499, 0.5022300844831178, 0.9900080640564992, 0.05232558139534884, 18, 270, 92]
["Indiana Jones and the Last Crusade (1989)", "Star Wars (1977)"]	[0.928726920425144, 0.5065783202318968, 0.99302931217547, 0.10434782608695652, 12, 38, 89]
["Indie Game: The Movie (2012)", "Oblivion (2013)"]	[0.8571395582130528, 0.5396804625785888, 0.9966268239209926, 0.010904425914047467, 17, 38, 1538]
["Inglourious Basterds (2009)", "One Flew Over the Cuckoo's Nest (1975)"]	[0.9614460847750537, 0.5244251371500293, 0.9903880934207362, 0.047058823529411764, 12, 150, 117]
["Insidious (2010)", "Insidious: Chapter 2 (2013)"]	[0.710525643290064, 0.5940460296359551, 0.984253188981089, 0.09980430528375733, 51, 160, 402]
["Insidious (2010)", "Now You See Me (2013)"]	[0.6931064967805288, 0.55720326211768, 0.98147862250817, 0.019579751671442217, 41, 160, 1975]
["Insidious (2010)", "Kick-Ass 2 (2013)"]	[0.7230353471276675, 0.5422765103457506, 0.9742948304684647, 0.03811944091486658, 30, 160, 657]
["Insidious (2010)", "Thor: The Dark World (2013)"]	[0.6862780850336083, 0.5007975215110114, 0.9808786232106181, 0.02425876010781671, 27, 160, 980]
["Insidious: Chapter 2 (2013)", "The Wolverine (2013)"]	[0.6380954618497192, 0.5806093842056004, 0.9839745046160417, 0.06880108991825613, 101, 402, 1167]
["Insidious: Chapter 2 (2013)", "Percy Jackson: Sea of Monsters (2013)"]	[0.6971782651092051, 0.542249761751604, 0.9676512102373501, 0.05747126436781609, 35, 402, 242]
["Insidious: Chapter 2 (2013)", "We're the Millers (2013)"]	[0.5702918896094552, 0.5223682014069799, 0.9793551233070604, 0.08301599390708302, 109, 402, 1020]
["Insidious: Chapter 2 (2013)", "jOBS (2013)"]	[0.635804455948193, 0.5222679459574442, 0.971672548349492, 0.04893617021276596, 46, 402, 584]
["Insidious: Chapter 2 (2013)", "Red 2 (2013)"]	[0.689479913921138, 0.5213140812574458, 0.9821212641141154, 0.03904282115869018, 31, 402, 423]
["Insidious: Chapter 2 (2013)", "Parker (2013)"]	[0.7884304920158071, 0.5165579085620805, 0.9865170300752014, 0.028148148148148148, 19, 402, 292]
["Insidious: Chapter 2 (2013)", "The Conjuring (2013)"]	[0.5420221387459803, 0.5125644138141335, 0.9750393660815001, 0.1152317880794702, 174, 402, 1282]
["Iron Man 2 (2010)", "Iron Man 3 (2013)"]	[0.6648990115052112, 0.6033342882176917, 0.9874940985353401, 0.04568764568764569, 98, 144, 2099]
["Iron Man 2 (2010)", "The Avengers (2012)"]	[0.710145644371107, 0.5523355011775277, 0.9867370421552956, 0.10263929618768329, 35, 144, 232]
["Iron Man 2 (2010)", "Thor (2011)"]	[0.7249307188066022, 0.534159477015391, 0.9884647846076702, 0.09824561403508772, 28, 144, 169]
["Iron Man 3 (2013)", "No se Aceptan Devoluciones (2013)"]	[0.8847935872576103, 0.5993763010454779, 0.9959235103127071, 0.009668508287292817, 21, 2099, 94]
["Iron Man 3 (2013)", "X-Men Origins: Wolverine (2009)"]	[0.7531862803213568, 0.5379902002295406, 0.9887020672399328, 0.01169864295741694, 25, 2099, 63]
["Iron Man 3 (2013)", "Jack Ryan: Shadow Recruit (2014)"]	[0.7139006616375705, 0.5260320664697887, 0.9866323354460979, 0.012802926383173296, 28, 2099, 116]
["Iron Man 3 (2013)", "Men in Black 3 (2012)"]	[0.6507847874557932, 0.5256338667912176, 0.9913838573600655, 0.01942645698427382, 42, 2099, 105]
["Iron Man 3 (2013)", "Jumper (2008)"]	[0.9257099135722926, 0.5232273424539045, 0.9936021892481188, 0.006100422336931018, 13, 2099, 45]
["Iron Man 3 (2013)", "The Hangover Part II (2011)"]	[0.7048280771646626, 0.5193470042265934, 0.9876481421358474, 0.012897282358360202, 28, 2099, 100]
["Iron Man 3 (2013)", "Planes (2013)"]	[0.6782525609063915, 0.5086894206797936, 0.9833753573188065, 0.013786764705882353, 30, 2099, 107]
["Jack Reacher (2012)", "R.I.P.D. (2013)"]	[0.6446022812689907, 0.5406341713868954, 0.9720990009996195, 0.0546218487394958, 52, 654, 350]
["Jack Ryan: Shadow Recruit (2014)", "White House Down (2013)"]	[0.7729109469117086, 0.5640160963950306, 0.9781484247165735, 0.03383458646616541, 27, 116, 709]
