["Cyrano de Bergerac (1990)", "Brief Encounter (1946)"]	[0.88793103448275867, 0.50187406296851578, 0.99555555555555553, 0.028953229398663696, 13, 363, 99]
["Cyrano de Bergerac (1990)", "Year of Living Dangerously (1982)"]	[0.6476726364091554, 0.50047430995252917, 0.98424478659220327, 0.047222222222222221, 34, 363, 391]
["Daylight (1996)", "Batman & Robin (1997)"]	[0.64048786059813179, 0.56237958491543283, 0.93348772119734069, 0.097560975609756101, 72, 204, 606]
["Daylight (1996)", "Jaws 2 (1978)"]	[0.63761749059146233, 0.52168703775665104, 0.96193896346682917, 0.085066162570888462, 45, 204, 370]
["Daylight (1996)", "Double Team (1997)"]	[0.82470124652877308, 0.5192563404070053, 0.9611484466287914, 0.072340425531914887, 17, 204, 48]
["Daylight (1996)", "Marked for Death (1990)"]	[0.70966862411127241, 0.51253845074703008, 0.95541308535870062, 0.085245901639344257, 26, 204, 127]
["Daylight (1996)", "Cruel Intentions (1999)"]	[0.64838612825423991, 0.50102564456009446, 0.95448366535921403, 0.04663923182441701, 34, 204, 559]
["Daylight (1996)", "Adventures in Babysitting (1987)"]	[0.61153308803987128, 0.50034525385080375, 0.96061607182117514, 0.064285714285714279, 45, 204, 541]
["Dead Man (1995)", "101 Dalmatians (1961)"]	[0.79069593651446479, 0.5180421653025804, 0.98088989421652673, 0.027181688125894134, 19, 153, 565]
["Dirty Dancing (1987)", "Ghost (1990)"]	[0.65139498754632419, 0.61961962230016199, 0.96696107432170098, 0.12066831683168316, 195, 687, 1124]
["Dirty Dancing (1987)", "Footloose (1984)"]	[0.64158454063465853, 0.5876698733544351, 0.95807998711202524, 0.10760118460019744, 109, 687, 435]
["Dirty Dancing (1987)", "Kid in King Arthur's Court, A (1995)"]	[0.71960226406677019, 0.53970169805007762, 0.96414498959566364, 0.037453183520599252, 30, 687, 144]
["Dirty Dancing (1987)", "When a Man Loves a Woman (1994)"]	[0.63768367060450193, 0.53646404034981909, 0.96732729938200523, 0.062721893491124267, 53, 687, 211]
["Dirty Dancing (1987)", "Newsies (1992)"]	[0.73739867302941287, 0.53256570829902039, 0.9648746644890156, 0.034482758620689655, 26, 687, 93]
["Dirty Dancing (1987)", "Horse Whisperer, The (1998)"]	[0.64512528701384853, 0.52782978028405791, 0.97096348655683951, 0.052816901408450703, 45, 687, 210]
["Dirty Dancing (1987)", "Sister Act (1992)"]	[0.57598419602309425, 0.52589861376021652, 0.95906796390074212, 0.084134615384615391, 105, 687, 666]
["Dirty Dancing (1987)", "It Could Happen to You (1994)"]	[0.61297306942928009, 0.52009836193999526, 0.96876328442651105, 0.062291434927697439, 56, 687, 268]
["Dirty Dancing (1987)", "Seventh Sign, The (1988)"]	[0.62074149821000391, 0.51728458184166992, 0.94888961777284886, 0.061576354679802957, 50, 687, 175]
["Dirty Dancing (1987)", "Hoodlum (1997)"]	[0.7966970838806815, 0.51216241106615246, 0.97314945797121455, 0.024193548387096774, 18, 687, 75]
["Dirty Dancing (1987)", "Iron Eagle (1986)"]	[0.59433771282069192, 0.51179080826226253, 0.95055642757122727, 0.069196428571428575, 62, 687, 271]
["Dirty Dancing (1987)", "Grease (1978)"]	[0.5273548972005917, 0.50609058682960006, 0.95313259105945669, 0.18799368088467613, 238, 687, 817]
["Dirty Dancing (1987)", "Virus (1999)"]	[0.71544283126717911, 0.50501846912977355, 0.96275466850290481, 0.028169014084507043, 24, 687, 189]
["Dirty Dancing (1987)", "Pacific Heights (1990)"]	[0.57646275898484467, 0.50061239596052298, 0.95752901992653661, 0.061797752808988762, 66, 687, 447]
["Double Team (1997)", "Mortal Kombat: Annihilation (1997)"]	[0.86217440805072088, 0.50293507136292059, 0.97800878423105031, 0.083333333333333329, 14, 48, 134]
["Dreamscape (1984)", "Emerald Forest, The (1985)"]	[0.80578512396694224, 0.52792818466799663, 0.98991730665834243, 0.041214750542299353, 19, 338, 142]
["Dreamscape (1984)", "Some Kind of Wonderful (1987)"]	[0.69509396553346692, 0.50723073160550292, 0.98575049762218436, 0.049907578558225509, 27, 338, 230]
["Dreamscape (1984)", "Sword in the Stone, The (1963)"]	[0.68313005106397329, 0.5033589849945066, 0.98664165751967636, 0.046434494195688222, 28, 338, 293]
["Dreamscape (1984)", "Footloose (1984)"]	[0.61246046393933251, 0.50309252395016602, 0.97352913957252618, 0.063273727647867956, 46, 338, 435]
["Dreamscape (1984)", "Jungle Book, The (1967)"]	[0.61625375158743612, 0.50213268647865161, 0.97422887769314859, 0.045929018789144051, 44, 338, 664]
["Eraserhead (1977)", "Apple Dumpling Gang, The (1975)"]	[0.89192783412599352, 0.50413312363643104, 0.99209304827345923, 0.031100478468899521, 13, 199, 232]
["Eraserhead (1977)", "Reality Bites (1994)"]	[0.76755930508443793, 0.50288368264152827, 0.9795047677361377, 0.03125, 19, 199, 428]
["Friday the 13th Part VI: Jason Lives (1986)", "Friday the 13th Part 3: 3D (1982)"]	[0.83311615547549278, 0.66649292438039431, 0.95923870276844503, 0.14760147601476015, 40, 112, 199]
["Friday the 13th Part VI: Jason Lives (1986)", "Friday the 13th: The Final Chapter (1984)"]	[0.84437198865526664, 0.64333103897544119, 0.96216703013398308, 0.12851405622489959, 32, 112, 169]
["Friday the 13th Part VI: Jason Lives (1986)", "Friday the 13th Part VII: The New Blood (1988)"]	[0.8174940106640084, 0.63582867496089546, 0.9570898298531737, 0.20833333333333334, 35, 112, 91]
["Friday the 13th Part VI: Jason Lives (1986)", "Friday the 13th Part V: A New Beginning (1985)"]	[0.74965531526027995, 0.61578829467808704, 0.94017971472625039, 0.25555555555555554, 46, 112, 114]
["Friday the 13th Part VI: Jason Lives (1986)", "Friday the 13th Part 2 (1981)"]	[0.70391193482928782, 0.57355787282386417, 0.93757449487966249, 0.18410041841004185, 44, 112, 171]
["Friday the 13th Part VI: Jason Lives (1986)", "Halloween: The Curse of Michael Myers (1995)"]	[0.84678592428064248, 0.56452394952042828, 0.96301209247310759, 0.072727272727272724, 20, 112, 183]
["Friday the 13th Part VI: Jason Lives (1986)", "Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)"]	[0.72361494020504924, 0.55533239597131689, 0.92499775580111421, 0.093484419263456089, 33, 112, 274]
["Friday the 13th Part VI: Jason Lives (1986)", "Prom Night (1980)"]	[0.80746899187492405, 0.53831266124994936, 0.9702692023881212, 0.10928961748633879, 20, 112, 91]
["Friday the 13th Part VI: Jason Lives (1986)", "Home Alone 2: Lost in New York (1992)"]	[0.93750000000000011, 0.52989130434782616, 0.98529411764705888, 0.029545454545454545, 13, 112, 341]
["Friday the 13th Part VI: Jason Lives (1986)", "Halloween 5: The Revenge of Michael Myers (1989)"]	[0.68644596892074627, 0.51902012284251553, 0.92056649992057293, 0.14903846153846154, 31, 112, 127]
["Godfather: Part II, The (1974)", "Godfather, The (1972)"]	[0.70072126007343882, 0.69212345320137203, 0.99148904963344886, 0.25884244372990356, 805, 1692, 2223]
["Godfather: Part II, The (1974)", "Seventh Seal, The (Sjunde inseglet, Det) (1957)"]	[0.55430866476238572, 0.50298378839549818, 0.98300335091494717, 0.051769677760169046, 98, 1692, 299]
["Guess Who's Coming to Dinner (1967)", "Bell, Book and Candle (1958)"]	[0.75063090736236793, 0.58745027532707061, 0.98306622199051408, 0.066543438077634007, 36, 350, 227]
["Guess Who's Coming to Dinner (1967)", "Hero (1992)"]	[0.79005253403552078, 0.55064267523687815, 0.97406609654535725, 0.044834307992202727, 23, 350, 186]
["Guess Who's Coming to Dinner (1967)", "Picnic (1955)"]	[0.75665903466280104, 0.52736841809831592, 0.99003784125340499, 0.056372549019607844, 23, 350, 81]
["Guess Who's Coming to Dinner (1967)", "Next Stop, Wonderland (1998)"]	[0.79663573452626324, 0.52193375710341383, 0.98828000364416591, 0.036053130929791274, 19, 350, 196]
["Guess Who's Coming to Dinner (1967)", "Mister Roberts (1955)"]	[0.58723465294901478, 0.50087661575063025, 0.97784790218971274, 0.08134642356241234, 58, 350, 421]
["Hamlet (1948)", "On the Waterfront (1954)"]	[0.78650177621431339, 0.58987633216073498, 0.98226460284385675, 0.049833887043189369, 30, 113, 519]
["Hamlet (1948)", "Third Man, The (1949)"]	[0.73630224739596573, 0.54253849808123789, 0.97727209736175535, 0.049557522123893805, 28, 113, 480]
["Hamlet (1948)", "Amadeus (1984)"]	[0.68386609995974501, 0.54139399580146474, 0.98715819965418861, 0.026080988332189432, 38, 113, 1382]
["Hamlet (1948)", "Thin Man, The (1934)"]	[0.79219866118539395, 0.53665070596429909, 0.98350935122008387, 0.0546875, 21, 113, 292]
["Hamlet (1948)", "My Left Foot (1989)"]	[0.79475876026256487, 0.5298391735083765, 0.98596738810094109, 0.036630036630036632, 20, 113, 453]
["Hamlet (1948)", "Bridge on the River Kwai, The (1957)"]	[0.71853998486381887, 0.51894554462386921, 0.97934720435237566, 0.025365853658536587, 26, 113, 938]
["Hamlet (1948)", "Nashville (1975)"]	[0.78564698701554636, 0.5147342328722545, 0.97632889117880661, 0.045346062052505964, 19, 113, 325]
["Hamlet (1948)", "Henry V (1989)"]	[0.68622250299891974, 0.5146668772491898, 0.98214959065324769, 0.058939096267190572, 30, 113, 426]
["Hamlet (1948)", "Network (1976)"]	[0.69686617538097262, 0.50329223777514687, 0.97884419084958552, 0.033548387096774192, 26, 113, 688]
["Hamlet (1948)", "My Man Godfrey (1936)"]	[0.79903924929588133, 0.50309878659370311, 0.97345271769651198, 0.059859154929577461, 17, 113, 188]
["Harry and the Hendersons (1987)", "Meatballs Part II (1984)"]	[0.78244898561780984, 0.53004608703141953, 0.9613160266404962, 0.059999999999999998, 21, 298, 73]
["Harry and the Hendersons (1987)", "Cool Runnings (1993)"]	[0.62965332128214369, 0.51918782632036409, 0.96275621040931081, 0.073094867807153963, 47, 298, 392]
["Herbie Rides Again (1974)", "Herbie Goes to Monte Carlo (1977)"]	[0.87340819694115335, 0.69144815591174635, 0.97785108881244109, 0.19191919191919191, 38, 135, 101]
["Herbie Rides Again (1974)", "Love Bug, The (1969)"]	[0.83426370683255435, 0.66400580747897187, 0.98429989713575017, 0.11538461538461539, 39, 135, 242]
["Herbie Rides Again (1974)", "Apple Dumpling Gang, The (1975)"]	[0.75438205976100048, 0.57894437144448874, 0.97252907816772938, 0.09880239520958084, 33, 135, 232]
["Herbie Rides Again (1974)", "Escape to Witch Mountain (1975)"]	[0.7682383939893509, 0.57125419040233782, 0.98351785297254302, 0.073047858942065488, 29, 135, 291]
["Herbie Rides Again (1974)", "Shaggy D.A., The (1976)"]	[0.83601057513533228, 0.5663297444465154, 0.97713983640367752, 0.092511013215859028, 21, 135, 113]
["Herbie Rides Again (1974)", "That Darn Cat! (1965)"]	[0.87030209845447193, 0.54796798791577861, 0.98795766407055829, 0.070539419087136929, 17, 135, 123]
["Herbie Rides Again (1974)", "Herbie Goes Bananas (1980)"]	[0.76096428984570164, 0.53036905049851935, 0.95694758164207094, 0.10648148148148148, 23, 135, 104]
["Herbie Rides Again (1974)", "Computer Wore Tennis Shoes, The (1970)"]	[0.6902093080282885, 0.51323256238000947, 0.97604517741338204, 0.12393162393162394, 29, 135, 128]
["Herbie Rides Again (1974)", "GoldenEye (1995)"]	[0.64147923253622707, 0.50499428944341285, 0.9650927842837389, 0.037525354969574036, 37, 135, 888]
["Herbie Rides Again (1974)", "Mr. Smith Goes to Washington (1939)"]	[0.78334945180064031, 0.50358179044326878, 0.97448879227818985, 0.035999999999999997, 18, 135, 383]
["It Came from Beneath the Sea (1955)", "Earth Vs. the Flying Saucers (1956)"]	[0.88944163823083788, 0.51884095563465549, 0.98615626336179552, 0.12727272727272726, 14, 53, 71]
["It Came from Beneath the Sea (1955)", "Godzilla (Gojira) (1954)"]	[0.8318535879103337, 0.51190990025251304, 0.98210381741946207, 0.047337278106508875, 16, 53, 301]
["Jack (1996)", "Patch Adams (1998)"]	[0.68725126997573083, 0.57458712735675854, 0.95766437069154842, 0.085858585858585856, 51, 171, 474]
["Jack (1996)", "Dirty Dancing (1987)"]	[0.72229152462548729, 0.55431675145676929, 0.95974484974862317, 0.040000000000000001, 33, 171, 687]
["Jack (1996)", "Rambo III (1988)"]	[0.80553627987155707, 0.5456858670097644, 0.95414217777752253, 0.046563192904656318, 21, 171, 301]
["Jack (1996)", "Encino Man (1992)"]	[0.6530885110123531, 0.53646556261729006, 0.95832980235899434, 0.11004784688995216, 46, 171, 293]
["Jack (1996)", "Dante's Peak (1997)"]	[0.76831808688962278, 0.52821868473661571, 0.96871803645144416, 0.046808510638297871, 22, 171, 321]
["Jack (1996)", "Blue Streak (1999)"]	[0.77044984575514108, 0.52191763744703101, 0.97522664801565651, 0.075539568345323743, 21, 171, 128]
["Jack (1996)", "Bio-Dome (1996)"]	[0.71456378413814869, 0.52143843707378412, 0.94887632137283928, 0.094076655052264813, 27, 171, 143]
["Jack (1996)", "McHale's Navy (1997)"]	[0.7341860014245486, 0.51824894218203432, 0.94087630799715372, 0.079207920792079209, 24, 171, 156]
["Jack (1996)", "Batman & Robin (1997)"]	[0.61972896502934616, 0.51469015739725354, 0.92828986859515072, 0.067307692307692304, 49, 171, 606]
["Jack (1996)", "Twister (1996)"]	[0.60465302696642897, 0.51017599150292448, 0.95400518789640842, 0.044009779951100246, 54, 171, 1110]
["Jack (1996)", "No Escape (1994)"]	[0.87220253558716565, 0.50878481242584661, 0.98285486213073137, 0.041791044776119404, 14, 171, 178]
["Jack (1996)", "End of Days (1999)"]	[0.74004258399263834, 0.50877927649493881, 0.95391436022059717, 0.030855539971949508, 22, 171, 564]
["Jack (1996)", "Single White Female (1992)"]	[0.77510677576317966, 0.5078285772241522, 0.96365390521912697, 0.032203389830508473, 19, 171, 438]
["Jack (1996)", "Fathers' Day (1997)"]	[0.75381592661416663, 0.50254395107611105, 0.96640899195419427, 0.083682008368200833, 20, 171, 88]
["Juror, The (1996)", "Double Jeopardy (1999)"]	[0.74050977444747457, 0.5506354733070965, 0.95629648088173147, 0.033295063145809413, 29, 114, 786]
["Juror, The (1996)", "Jumanji (1995)"]	[0.84666751333460355, 0.52102616205206376, 0.97253444388980803, 0.02002503128911139, 16, 114, 701]
["Juror, The (1996)", "Fan, The (1996)"]	[0.86481261943781496, 0.51888757166268895, 0.98076175611640115, 0.061475409836065573, 15, 114, 145]
["Juror, The (1996)", "Fallen (1998)"]	[0.75589903370829026, 0.50393268913886013, 0.97772807131757122, 0.041493775933609957, 20, 114, 388]
["Manhattan Murder Mystery (1993)", "Manon of the Spring (Manon des sources) (1986)"]	[0.74099625386174139, 0.50943492452994721, 0.98379208532806417, 0.041275797373358347, 22, 335, 220]
["Maximum Risk (1996)", "First Knight (1995)"]	[0.8408406790410945, 0.56960175031816074, 0.97702735032936938, 0.053164556962025315, 21, 54, 362]
["Maximum Risk (1996)", "U.S. Marshalls (1998)"]	[0.88531301722506539, 0.55741930714170784, 0.97689374722219102, 0.035051546391752578, 17, 54, 448]
["Maximum Risk (1996)", "Money Train (1995)"]	[0.8749672939989046, 0.53844141169163362, 0.98596067667934306, 0.080808080808080815, 16, 54, 160]
["Maximum Risk (1996)", "Double Jeopardy (1999)"]	[0.82751372245824317, 0.53197310729458491, 0.97355400750815835, 0.021897810218978103, 18, 54, 786]
["Maximum Risk (1996)", "Iron Eagle (1986)"]	[0.91947933871453602, 0.50153418475338329, 0.97939293764851598, 0.038338658146964855, 12, 54, 271]
["Mole People, The (1956)", "Forbidden Planet (1956)"]	[0.68794533165268512, 0.51154909276738125, 0.95341617039393056, 0.072139303482587069, 29, 58, 373]
["Mole People, The (1956)", "War of the Worlds, The (1953)"]	[0.73321537792054092, 0.50408557232037188, 0.96280372717473117, 0.036605657237936774, 22, 58, 565]
["Much Ado About Nothing (1993)", "Beloved (1998)"]	[0.96150889439732601, 0.50364751611288505, 0.97212590060686499, 0.014473684210526316, 11, 667, 104]
["Mummy, The (1932)", "Bride of Frankenstein (1935)"]	[0.74546685215102493, 0.60481272910366179, 0.97646621010112589, 0.12835820895522387, 43, 162, 216]
["Mummy, The (1932)", "Dracula (1931)"]	[0.72611904701910002, 0.58648076874619615, 0.97479822673182825, 0.11731843575418995, 42, 162, 238]
["Mummy, The (1932)", "Blob, The (1958)"]	[0.73234590430899449, 0.58587672344719566, 0.97218705984234055, 0.086956521739130432, 40, 162, 338]
["Mummy, The (1932)", "Wolf Man, The (1941)"]	[0.71394311087581563, 0.5739542656060479, 0.97770957492294219, 0.16078431372549021, 41, 162, 134]
["Mummy, The (1932)", "Mummy, The (1959)"]	[0.7824666287099552, 0.57098916149104839, 0.97974369574707287, 0.11842105263157894, 27, 162, 93]
["Mummy, The (1932)", "Dracula (1958)"]	[0.76505952132089594, 0.55254298762064702, 0.97115350365755682, 0.1092436974789916, 26, 162, 102]
["Mummy, The (1932)", "Green Mile, The (1999)"]	[0.74234199047589733, 0.54698883508750329, 0.97952443742270823, 0.020648967551622419, 28, 162, 1222]
["Mummy, The (1932)", "King Kong (1933)"]	[0.66882853811366272, 0.53768568750314061, 0.96521115913685029, 0.046750285062713795, 41, 162, 756]
["Mummy, The (1932)", "French Connection, The (1971)"]	[0.6560261593142932, 0.51935404279048214, 0.96938789395633762, 0.038578680203045689, 38, 162, 861]
["Mummy, The (1932)", "Son of Frankenstein (1939)"]	[0.74212952373660024, 0.51021404756891264, 0.97165265235342491, 0.10731707317073171, 22, 162, 65]
["On Her Majesty's Secret Service (1969)", "Primal Fear (1996)"]	[0.72418892859169548, 0.52846219113448045, 0.97695653629277646, 0.033292231812577067, 27, 353, 485]
["On Her Majesty's Secret Service (1969)", "Moonraker (1979)"]	[0.55198201908278899, 0.50356254372464959, 0.96541280061961809, 0.11542730299667037, 104, 353, 652]
["Out of Sight (1998)", "Atlantic City (1980)"]	[0.63365265363021217, 0.52804387802517683, 0.97485928786468723, 0.043029259896729774, 50, 908, 304]
["Out of Sight (1998)", "In Too Deep (1999)"]	[0.91766293548224698, 0.50054341935395286, 0.99423626323245562, 0.012738853503184714, 12, 908, 46]
["Pawnbroker, The (1965)", "Manhattan (1979)"]	[0.69916383153306094, 0.56207288417363721, 0.9868141267734114, 0.049219687875150062, 41, 156, 718]
["Pawnbroker, The (1965)", "Nashville (1975)"]	[0.87178174684637488, 0.54889961838475454, 0.99131094814183429, 0.036637931034482756, 17, 156, 325]
["Pawnbroker, The (1965)", "Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)"]	[0.68910087101218875, 0.52502923505690569, 0.98833168385956072, 0.042553191489361701, 32, 156, 628]
["Pawnbroker, The (1965)", "Bicycle Thief, The (Ladri di biciclette) (1948)"]	[0.88388347648318444, 0.51559869461519092, 0.99294155769843229, 0.03553299492385787, 14, 156, 252]
["Pawnbroker, The (1965)", "Big Chill, The (1983)"]	[0.65734719376901951, 0.51127003959812634, 0.98240551387500985, 0.036496350364963501, 35, 156, 838]
["Pawnbroker, The (1965)", "Dr. No (1962)"]	[0.76634133413514927, 0.5108942227567661, 0.98919258407464405, 0.02557544757033248, 20, 156, 646]
["Pawnbroker, The (1965)", "Inherit the Wind (1960)"]	[0.71239561165654819, 0.50885400832610583, 0.99090445771056657, 0.062656641604010022, 25, 156, 268]
["Piranha (1978)", "My Bodyguard (1980)"]	[0.77841341198563707, 0.51894227465709131, 0.96137848299752438, 0.052770448548812667, 20, 161, 238]
["Piranha (1978)", "Hellraiser: Bloodline (1996)"]	[0.70575412053725006, 0.51500976363529061, 0.93827160493827155, 0.077142857142857138, 27, 161, 216]
["Piranha (1978)", "Creepshow (1982)"]	[0.62147388618483723, 0.51244337983662014, 0.95169743294461107, 0.083778966131907315, 47, 161, 447]
["Private Parts (1997)", "Auntie Mame (1958)"]	[0.80747126436781591, 0.50840783312047666, 0.98124647293346323, 0.022486772486772486, 17, 499, 274]
["Program, The (1993)", "Backdraft (1991)"]	[0.69533939025861302, 0.58998493718912626, 0.97671432983296425, 0.058031088082901555, 56, 152, 869]
["Program, The (1993)", "Basic Instinct (1992)"]	[0.79505158537755982, 0.58582748396241247, 0.98226467331165346, 0.032000000000000001, 28, 152, 751]
["Program, The (1993)", "Three Musketeers, The (1993)"]	[0.72001799134375855, 0.56682267403657594, 0.97270730554594043, 0.05745341614906832, 37, 152, 529]
["Program, The (1993)", "Thomas Crown Affair, The (1999)"]	[0.68534494589185402, 0.5629619198397372, 0.96661057401215578, 0.038493723849372385, 46, 152, 1089]
["Program, The (1993)", "Cowboy Way, The (1994)"]	[0.8731313054999178, 0.56129869639280439, 0.9798143363386097, 0.062937062937062943, 18, 152, 152]
["Program, The (1993)", "Hard Rain (1998)"]	[0.8156233497712978, 0.56074105296776722, 0.97937991121024148, 0.065476190476190479, 22, 152, 206]
["Program, The (1993)", "Cocoon: The Return (1988)"]	[0.8557414323812309, 0.55011949224507706, 0.97889469841002619, 0.045801526717557252, 18, 152, 259]
["Program, The (1993)", "End of Days (1999)"]	[0.71513061853253812, 0.54070851645143125, 0.96407287972950384, 0.045255474452554748, 31, 152, 564]
["Program, The (1993)", "Drop Zone (1994)"]	[0.79960417978884291, 0.53306945319256194, 0.97686683985762546, 0.07662835249042145, 20, 152, 129]
["Program, The (1993)", "Craft, The (1996)"]	[0.74044624008962967, 0.52889017149259265, 0.96876015638624602, 0.046040515653775323, 25, 152, 416]
["Program, The (1993)", "Eraser (1996)"]	[0.6823989823217621, 0.52730830452136157, 0.96080401748919542, 0.058823529411764705, 34, 152, 460]
["Program, The (1993)", "Mortal Kombat (1995)"]	[0.66662500555367576, 0.52478989798906395, 0.95570074924476889, 0.086854460093896718, 37, 152, 311]
["Program, The (1993)", "Peggy Sue Got Married (1986)"]	[0.75874898464913909, 0.51399124766554583, 0.96946752737855046, 0.032967032967032968, 21, 152, 506]
["Program, The (1993)", "U.S. Marshalls (1998)"]	[0.65505242838068711, 0.51264972655879859, 0.96471250317452406, 0.063829787234042548, 36, 152, 448]
["Program, The (1993)", "Hollow Man (2000)"]	[0.73507296838915759, 0.51232358402880684, 0.97087930550724821, 0.04307116104868914, 23, 152, 405]
["Program, The (1993)", "Money Train (1995)"]	[0.70689003802528128, 0.51053169412936983, 0.97179345894935609, 0.090909090909090912, 26, 152, 160]
["Program, The (1993)", "Can't Hardly Wait (1998)"]	[0.73247838999254478, 0.50357889311987458, 0.97431478366022073, 0.050458715596330278, 22, 152, 306]
["Program, The (1993)", "Outbreak (1995)"]	[0.59797375350618553, 0.5015263739084137, 0.96107744888544611, 0.062424969987995196, 52, 152, 733]
["Queen Margot (La Reine Margot) (1994)", "Independence Day (ID4) (1996)"]	[0.76092244138206333, 0.53033988338749871, 0.97005860577087666, 0.012827663134411601, 23, 86, 1730]
["Return of the Pink Panther, The (1974)", "On Her Majesty's Secret Service (1969)"]	[0.65993586897003953, 0.54615382259589473, 0.98319115388285572, 0.069565217391304349, 48, 385, 353]
["Return of the Pink Panther, The (1974)", "To Catch a Thief (1955)"]	[0.63122756624859133, 0.54105219964164963, 0.97980350807326644, 0.078125, 60, 385, 443]
["Return of the Pink Panther, The (1974)", "Fantasia (1940)"]	[0.59544254957412845, 0.52928226628811414, 0.97747962370262287, 0.064102564102564097, 80, 385, 943]
["Return of the Pink Panther, The (1974)", "Heavenly Creatures (1994)"]	[0.73608403886666207, 0.52577431347618719, 0.98453177546558046, 0.02986857825567503, 25, 385, 477]
["Return of the Pink Panther, The (1974)", "Aristocats, The (1970)"]	[0.63046917571523642, 0.51151272746707865, 0.96764145147891545, 0.069354838709677416, 43, 385, 278]
["Return of the Pink Panther, The (1974)", "101 Dalmatians (1961)"]	[0.58205967601429764, 0.5093022165125104, 0.97299797968538249, 0.079545454545454544, 70, 385, 565]
["Return to Oz (1985)", "Conquest of the Planet of the Apes (1972)"]	[0.69694044403575206, 0.53486127100418179, 0.94265695243892422, 0.054908485856905158, 33, 276, 358]
["Return to Oz (1985)", "Coneheads (1993)"]	[0.61905547350870505, 0.504415571007093, 0.93484700219138717, 0.057516339869281043, 44, 276, 533]
["Richard III (1995)", "Peacemaker, The (1997)"]	[0.79562649056487689, 0.54699321226335285, 0.98476152860510413, 0.035772357723577237, 22, 242, 395]
["Rounders (1998)", "Small Soldiers (1998)"]	[0.73696563764115208, 0.53778573557597587, 0.97443436132061989, 0.039589442815249266, 27, 345, 364]
